input_points,nonfinite_removed,too_near_removed,too_far_removed,total_removed,output_points,drop_rate_pct,seq,frame_id
117977,0,0,0,0,117977,0.0,00,000082
118573,0,0,0,0,118573,0.0,00,000083
119351,0,0,0,0,119351,0.0,00,000084
119125,0,0,0,0,119125,0.0,00,000085
119352,0,0,0,0,119352,0.0,00,000086
119815,0,0,0,0,119815,0.0,00,000087
120067,0,0,0,0,120067,0.0,00,000088
120549,0,0,0,0,120549,0.0,00,000089
120965,0,0,0,0,120965,0.0,00,000090
121333,0,0,0,0,121333,0.0,00,000091
121500,0,0,0,0,121500,0.0,00,000092
121595,0,0,0,0,121595,0.0,00,000093
121618,0,0,0,0,121618,0.0,00,000094
121671,0,0,0,0,121671,0.0,00,000095
121760,0,0,0,0,121760,0.0,00,000096
121951,0,0,0,0,121951,0.0,00,000097
122234,0,0,0,0,122234,0.0,00,000098
122492,0,0,0,0,122492,0.0,00,000099
122683,0,0,0,0,122683,0.0,00,000100
122661,0,0,0,0,122661,0.0,00,000101
122789,0,0,0,0,122789,0.0,00,000102
122887,0,0,0,0,122887,0.0,00,000103
123008,0,0,0,0,123008,0.0,00,000104
123212,0,0,0,0,123212,0.0,00,000105
123177,0,0,0,0,123177,0.0,00,000106
123244,0,0,0,0,123244,0.0,00,000107
123146,0,0,0,0,123146,0.0,00,000108
123192,0,0,0,0,123192,0.0,00,000109
123172,0,0,0,0,123172,0.0,00,000110
123160,0,0,0,0,123160,0.0,00,000111
123026,0,0,0,0,123026,0.0,00,000112
122730,0,0,0,0,122730,0.0,00,000113
122621,0,0,0,0,122621,0.0,00,000114
122638,0,0,0,0,122638,0.0,00,000115
122577,0,0,0,0,122577,0.0,00,000116
122408,0,0,0,0,122408,0.0,00,000117
121994,0,0,0,0,121994,0.0,00,000118
121680,0,0,0,0,121680,0.0,00,000119
121444,0,0,0,0,121444,0.0,00,000120
121592,0,0,0,0,121592,0.0,00,000121
121451,0,0,0,0,121451,0.0,00,000122
121527,0,0,0,0,121527,0.0,00,000123
121650,0,0,0,0,121650,0.0,00,000124
121603,0,0,0,0,121603,0.0,00,000125
121529,0,0,0,0,121529,0.0,00,000126
120869,0,0,0,0,120869,0.0,00,000127
120301,0,0,0,0,120301,0.0,00,000128
118851,0,0,0,0,118851,0.0,00,000129
118077,0,0,0,0,118077,0.0,00,000130
116978,0,0,0,0,116978,0.0,00,000131
115325,0,0,0,0,115325,0.0,00,000132
114733,0,0,0,0,114733,0.0,00,000133
115217,0,0,0,0,115217,0.0,00,000134
114462,0,0,0,0,114462,0.0,00,000135
114479,0,0,0,0,114479,0.0,00,000136
115917,0,0,0,0,115917,0.0,00,000137
117597,0,0,0,0,117597,0.0,00,000138
118909,0,0,0,0,118909,0.0,00,000139
119793,0,0,0,0,119793,0.0,00,000140
120981,0,0,0,0,120981,0.0,00,000141
121497,0,0,0,0,121497,0.0,00,000142
121816,0,0,0,0,121816,0.0,00,000143
121429,0,0,0,0,121429,0.0,00,000144
121253,0,0,0,0,121253,0.0,00,000145
120947,0,0,0,0,120947,0.0,00,000146
120755,0,0,0,0,120755,0.0,00,000147
121063,0,0,0,0,121063,0.0,00,000148
121850,0,0,0,0,121850,0.0,00,000149
122226,0,0,0,0,122226,0.0,00,000150
121983,0,0,0,0,121983,0.0,00,000151
122398,0,0,0,0,122398,0.0,00,000152
122833,0,0,0,0,122833,0.0,00,000153
123485,0,0,0,0,123485,0.0,00,000154
124502,0,0,0,0,124502,0.0,00,000155
125387,0,0,0,0,125387,0.0,00,000156
125911,0,0,0,0,125911,0.0,00,000157
126049,0,0,0,0,126049,0.0,00,000158
126187,0,0,0,0,126187,0.0,00,000159
126288,0,0,0,0,126288,0.0,00,000160
126173,0,0,0,0,126173,0.0,00,000161
126167,0,0,0,0,126167,0.0,00,000162
126087,0,0,0,0,126087,0.0,00,000163
125879,0,0,0,0,125879,0.0,00,000164
125423,0,0,0,0,125423,0.0,00,000165
124987,0,0,0,0,124987,0.0,00,000166
123626,0,0,0,0,123626,0.0,00,000167
122532,0,0,0,0,122532,0.0,00,000168
121394,0,0,0,0,121394,0.0,00,000169
120674,0,0,0,0,120674,0.0,00,000170
119591,0,0,0,0,119591,0.0,00,000171
118344,0,0,0,0,118344,0.0,00,000172
116993,0,0,0,0,116993,0.0,00,000173
116334,0,0,0,0,116334,0.0,00,000174
115106,0,0,0,0,115106,0.0,00,000175
113921,0,0,0,0,113921,0.0,00,000176
112396,0,0,0,0,112396,0.0,00,000177
112096,0,0,0,0,112096,0.0,00,000178
111952,0,0,0,0,111952,0.0,00,000179
111881,0,0,0,0,111881,0.0,00,000180
112852,0,0,0,0,112852,0.0,00,000181
114677,0,0,0,0,114677,0.0,00,000182
116509,0,0,0,0,116509,0.0,00,000183
117476,0,0,0,0,117476,0.0,00,000184
118814,0,0,0,0,118814,0.0,00,000185
119616,0,0,0,0,119616,0.0,00,000186
121047,0,0,0,0,121047,0.0,00,000187
121819,0,0,0,0,121819,0.0,00,000188
122660,0,0,0,0,122660,0.0,00,000189
123174,0,0,0,0,123174,0.0,00,000190
123160,0,0,0,0,123160,0.0,00,000191
123489,0,0,0,0,123489,0.0,00,000192
123695,0,0,0,0,123695,0.0,00,000193
123805,0,0,0,0,123805,0.0,00,000194
123697,0,0,0,0,123697,0.0,00,000195
123276,0,0,0,0,123276,0.0,00,000196
123184,0,0,0,0,123184,0.0,00,000197
123034,0,0,0,0,123034,0.0,00,000198
122914,0,0,0,0,122914,0.0,00,000199
122651,0,0,0,0,122651,0.0,00,000200
122333,0,0,0,0,122333,0.0,00,000201
122501,0,0,0,0,122501,0.0,00,000202
122865,0,0,0,0,122865,0.0,00,000203
123207,0,0,0,0,123207,0.0,00,000204
123305,0,0,0,0,123305,0.0,00,000205
123260,0,0,0,0,123260,0.0,00,000206
122967,0,0,0,0,122967,0.0,00,000207
123061,0,0,0,0,123061,0.0,00,000208
122559,0,0,0,0,122559,0.0,00,000209
122027,0,0,0,0,122027,0.0,00,000210
121679,0,0,0,0,121679,0.0,00,000211
121386,0,0,0,0,121386,0.0,00,000212
121126,0,0,0,0,121126,0.0,00,000213
120989,0,0,0,0,120989,0.0,00,000214
120722,0,0,0,0,120722,0.0,00,000215
120438,0,0,0,0,120438,0.0,00,000216
120011,0,0,0,0,120011,0.0,00,000217
119858,0,0,0,0,119858,0.0,00,000218
119583,0,0,0,0,119583,0.0,00,000219
119432,0,0,0,0,119432,0.0,00,000220
119770,0,0,0,0,119770,0.0,00,000221
119877,0,0,0,0,119877,0.0,00,000222
119856,0,0,0,0,119856,0.0,00,000223
119683,0,0,0,0,119683,0.0,00,000224
119732,0,0,0,0,119732,0.0,00,000225
119141,0,0,0,0,119141,0.0,00,000226
118722,0,0,0,0,118722,0.0,00,000227
119444,0,0,0,0,119444,0.0,00,000228
119695,0,0,0,0,119695,0.0,00,000229
119477,0,0,0,0,119477,0.0,00,000230
119691,0,0,0,0,119691,0.0,00,000231
120297,0,0,0,0,120297,0.0,00,000232
120525,0,0,0,0,120525,0.0,00,000233
120080,0,0,0,0,120080,0.0,00,000234
119604,0,0,0,0,119604,0.0,00,000235
119873,0,0,0,0,119873,0.0,00,000236
120150,0,0,0,0,120150,0.0,00,000237
120135,0,0,0,0,120135,0.0,00,000238
119951,0,0,0,0,119951,0.0,00,000239
119328,0,0,0,0,119328,0.0,00,000240
118218,0,0,0,0,118218,0.0,00,000241
117861,0,0,0,0,117861,0.0,00,000242
117466,0,0,0,0,117466,0.0,00,000243
116907,0,0,0,0,116907,0.0,00,000244
115398,0,0,0,0,115398,0.0,00,000245
113815,0,0,0,0,113815,0.0,00,000246
113734,0,0,0,0,113734,0.0,00,000247
114195,0,0,0,0,114195,0.0,00,000248
114865,0,0,0,0,114865,0.0,00,000249
116583,0,0,0,0,116583,0.0,00,000250
117162,0,0,0,0,117162,0.0,00,000251
116714,0,0,0,0,116714,0.0,00,000252
116678,0,0,0,0,116678,0.0,00,000253
117878,0,0,0,0,117878,0.0,00,000254
119354,0,0,0,0,119354,0.0,00,000255
119605,0,0,0,0,119605,0.0,00,000256
120602,0,0,0,0,120602,0.0,00,000257
122611,0,0,0,0,122611,0.0,00,000258
124180,0,0,0,0,124180,0.0,00,000259
124776,0,0,0,0,124776,0.0,00,000260
125429,0,0,0,0,125429,0.0,00,000261
125934,0,0,0,0,125934,0.0,00,000262
126293,0,0,0,0,126293,0.0,00,000263
126327,0,0,0,0,126327,0.0,00,000264
126051,0,0,0,0,126051,0.0,00,000265
126168,0,0,0,0,126168,0.0,00,000266
126163,0,0,0,0,126163,0.0,00,000267
125891,0,0,0,0,125891,0.0,00,000268
125685,0,0,0,0,125685,0.0,00,000269
125516,0,0,0,0,125516,0.0,00,000270
125063,0,0,0,0,125063,0.0,00,000271
124361,0,0,0,0,124361,0.0,00,000272
123670,0,0,0,0,123670,0.0,00,000273
124086,0,0,0,0,124086,0.0,00,000274
124006,0,0,0,0,124006,0.0,00,000275
122847,0,0,0,0,122847,0.0,00,000276
122094,0,0,0,0,122094,0.0,00,000277
121468,0,0,0,0,121468,0.0,00,000278
120038,0,0,0,0,120038,0.0,00,000279
118735,0,0,0,0,118735,0.0,00,000280
117104,0,0,0,0,117104,0.0,00,000281
115794,0,0,0,0,115794,0.0,00,000282
115657,0,0,0,0,115657,0.0,00,000283
116060,0,0,0,0,116060,0.0,00,000284
116404,0,0,0,0,116404,0.0,00,000285
115192,0,0,0,0,115192,0.0,00,000286
112914,0,0,0,0,112914,0.0,00,000287
109940,0,0,0,0,109940,0.0,00,000288
108469,0,0,0,0,108469,0.0,00,000289
107769,0,0,0,0,107769,0.0,00,000290
108995,0,0,0,0,108995,0.0,00,000291
109085,0,0,0,0,109085,0.0,00,000292
111317,0,0,0,0,111317,0.0,00,000293
114115,0,0,0,0,114115,0.0,00,000294
116356,0,0,0,0,116356,0.0,00,000295
118295,0,0,0,0,118295,0.0,00,000296
120152,0,0,0,0,120152,0.0,00,000297
121569,0,0,0,0,121569,0.0,00,000298
122643,0,0,0,0,122643,0.0,00,000299
123338,0,0,0,0,123338,0.0,00,000300
123656,0,0,0,0,123656,0.0,00,000301
123808,0,0,0,0,123808,0.0,00,000302
123547,0,0,0,0,123547,0.0,00,000303
123573,0,0,0,0,123573,0.0,00,000304
123514,0,0,0,0,123514,0.0,00,000305
123388,0,0,0,0,123388,0.0,00,000306
124150,0,0,0,0,124150,0.0,00,000307
123663,0,0,0,0,123663,0.0,00,000308
122991,0,0,0,0,122991,0.0,00,000309
122353,0,0,0,0,122353,0.0,00,000310
122409,0,0,0,0,122409,0.0,00,000311
121910,0,0,0,0,121910,0.0,00,000312
121853,0,0,0,0,121853,0.0,00,000313
121903,0,0,0,0,121903,0.0,00,000314
120971,0,0,0,0,120971,0.0,00,000315
120201,0,0,0,0,120201,0.0,00,000316
120657,0,0,0,0,120657,0.0,00,000317
120878,0,0,0,0,120878,0.0,00,000318
121676,0,0,0,0,121676,0.0,00,000319
122629,0,0,0,0,122629,0.0,00,000320
122614,0,0,0,0,122614,0.0,00,000321
122204,0,0,0,0,122204,0.0,00,000322
122221,0,0,0,0,122221,0.0,00,000323
121896,0,0,0,0,121896,0.0,00,000324
121670,0,0,0,0,121670,0.0,00,000325
121448,0,0,0,0,121448,0.0,00,000326
121329,0,0,0,0,121329,0.0,00,000327
120850,0,0,0,0,120850,0.0,00,000328
120159,0,0,0,0,120159,0.0,00,000329
119774,0,0,0,0,119774,0.0,00,000330
121136,0,0,0,0,121136,0.0,00,000331
121852,0,0,0,0,121852,0.0,00,000332
123016,0,0,0,0,123016,0.0,00,000333
123729,0,0,0,0,123729,0.0,00,000334
124409,0,0,0,0,124409,0.0,00,000335
124883,0,0,0,0,124883,0.0,00,000336
125027,0,0,0,0,125027,0.0,00,000337
125173,0,0,0,0,125173,0.0,00,000338
125265,0,0,0,0,125265,0.0,00,000339
125109,0,0,0,0,125109,0.0,00,000340
124929,0,0,0,0,124929,0.0,00,000341
124672,0,0,0,0,124672,0.0,00,000342
124380,0,0,0,0,124380,0.0,00,000343
123733,0,0,0,0,123733,0.0,00,000344
122806,0,0,0,0,122806,0.0,00,000345
121732,0,0,0,0,121732,0.0,00,000346
120775,0,0,0,0,120775,0.0,00,000347
119829,0,0,0,0,119829,0.0,00,000348
118893,0,0,0,0,118893,0.0,00,000349
119106,0,0,0,0,119106,0.0,00,000350
118718,0,0,0,0,118718,0.0,00,000351
115913,0,0,0,0,115913,0.0,00,000352
113715,0,0,0,0,113715,0.0,00,000353
114152,0,0,0,0,114152,0.0,00,000354
115494,0,0,0,0,115494,0.0,00,000355
115985,0,0,0,0,115985,0.0,00,000356
117480,0,0,0,0,117480,0.0,00,000357
118823,0,0,0,0,118823,0.0,00,000358
118893,0,0,0,0,118893,0.0,00,000359
118769,0,0,0,0,118769,0.0,00,000360
118693,0,0,0,0,118693,0.0,00,000361
119762,0,0,0,0,119762,0.0,00,000362
120802,0,0,0,0,120802,0.0,00,000363
121571,0,0,0,0,121571,0.0,00,000364
122157,0,0,0,0,122157,0.0,00,000365
122671,0,0,0,0,122671,0.0,00,000366
123244,0,0,0,0,123244,0.0,00,000367
123813,0,0,0,0,123813,0.0,00,000368
124133,0,0,0,0,124133,0.0,00,000369
124221,0,0,0,0,124221,0.0,00,000370
124509,0,0,0,0,124509,0.0,00,000371
124460,0,0,0,0,124460,0.0,00,000372
124613,0,0,0,0,124613,0.0,00,000373
124600,0,0,0,0,124600,0.0,00,000374
124620,0,0,0,0,124620,0.0,00,000375
124484,0,0,0,0,124484,0.0,00,000376
124000,0,0,0,0,124000,0.0,00,000377
123744,0,0,0,0,123744,0.0,00,000378
123596,0,0,0,0,123596,0.0,00,000379
123343,0,0,0,0,123343,0.0,00,000380
123254,0,0,0,0,123254,0.0,00,000381
123163,0,0,0,0,123163,0.0,00,000382
123244,0,0,0,0,123244,0.0,00,000383
122844,0,0,0,0,122844,0.0,00,000384
122696,0,0,0,0,122696,0.0,00,000385
122725,0,0,0,0,122725,0.0,00,000386
122867,0,0,0,0,122867,0.0,00,000387
122976,0,0,0,0,122976,0.0,00,000388
123203,0,0,0,0,123203,0.0,00,000389
123397,0,0,0,0,123397,0.0,00,000390
123522,0,0,0,0,123522,0.0,00,000391
123631,0,0,0,0,123631,0.0,00,000392
124098,0,0,0,0,124098,0.0,00,000393
124357,0,0,0,0,124357,0.0,00,000394
124348,0,0,0,0,124348,0.0,00,000395
124346,0,0,0,0,124346,0.0,00,000396
124019,0,0,0,0,124019,0.0,00,000397
123655,0,0,0,0,123655,0.0,00,000398
123451,0,0,0,0,123451,0.0,00,000399
123434,0,0,0,0,123434,0.0,00,000400
123322,0,0,0,0,123322,0.0,00,000401
123488,0,0,0,0,123488,0.0,00,000402
123442,0,0,0,0,123442,0.0,00,000403
123605,0,0,0,0,123605,0.0,00,000404
123522,0,0,0,0,123522,0.0,00,000405
123476,0,0,0,0,123476,0.0,00,000406
123175,0,0,0,0,123175,0.0,00,000407
123093,0,0,0,0,123093,0.0,00,000408
123034,0,0,0,0,123034,0.0,00,000409
122986,0,0,0,0,122986,0.0,00,000410
122977,0,0,0,0,122977,0.0,00,000411
123055,0,0,0,0,123055,0.0,00,000412
122991,0,0,0,0,122991,0.0,00,000413
123065,0,0,0,0,123065,0.0,00,000414
122967,0,0,0,0,122967,0.0,00,000415
122820,0,0,0,0,122820,0.0,00,000416
122622,0,0,0,0,122622,0.0,00,000417
122661,0,0,0,0,122661,0.0,00,000418
122762,0,0,0,0,122762,0.0,00,000419
122967,0,0,0,0,122967,0.0,00,000420
123219,0,0,0,0,123219,0.0,00,000421
123361,0,0,0,0,123361,0.0,00,000422
123599,0,0,0,0,123599,0.0,00,000423
123632,0,0,0,0,123632,0.0,00,000424
123718,0,0,0,0,123718,0.0,00,000425
123621,0,0,0,0,123621,0.0,00,000426
123323,0,0,0,0,123323,0.0,00,000427
123351,0,0,0,0,123351,0.0,00,000428
123069,0,0,0,0,123069,0.0,00,000429
123112,0,0,0,0,123112,0.0,00,000430
123047,0,0,0,0,123047,0.0,00,000431
122946,0,0,0,0,122946,0.0,00,000432
122896,0,0,0,0,122896,0.0,00,000433
123197,0,0,0,0,123197,0.0,00,000434
123229,0,0,0,0,123229,0.0,00,000435
122849,0,0,0,0,122849,0.0,00,000436
122468,0,0,0,0,122468,0.0,00,000437
121435,0,0,0,0,121435,0.0,00,000438
119924,0,0,0,0,119924,0.0,00,000439
118286,0,0,0,0,118286,0.0,00,000440
116550,0,0,0,0,116550,0.0,00,000441
115071,0,0,0,0,115071,0.0,00,000442
114795,0,0,0,0,114795,0.0,00,000443
114768,0,0,0,0,114768,0.0,00,000444
113751,0,0,0,0,113751,0.0,00,000445
113146,0,0,0,0,113146,0.0,00,000446
112145,0,0,0,0,112145,0.0,00,000447
112542,0,0,0,0,112542,0.0,00,000448
112872,0,0,0,0,112872,0.0,00,000449
112906,0,0,0,0,112906,0.0,00,000450
112308,0,0,0,0,112308,0.0,00,000451
112573,0,0,0,0,112573,0.0,00,000452
114205,0,0,0,0,114205,0.0,00,000453
116907,0,0,0,0,116907,0.0,00,000454
118915,0,0,0,0,118915,0.0,00,000455
118458,0,0,0,0,118458,0.0,00,000456
118676,0,0,0,0,118676,0.0,00,000457
119663,0,0,0,0,119663,0.0,00,000458
120839,0,0,0,0,120839,0.0,00,000459
122380,0,0,0,0,122380,0.0,00,000460
123588,0,0,0,0,123588,0.0,00,000461
124173,0,0,0,0,124173,0.0,00,000462
124497,0,0,0,0,124497,0.0,00,000463
124597,0,0,0,0,124597,0.0,00,000464
124563,0,0,0,0,124563,0.0,00,000465
124528,0,0,0,0,124528,0.0,00,000466
124410,0,0,0,0,124410,0.0,00,000467
124271,0,0,0,0,124271,0.0,00,000468
123894,0,0,0,0,123894,0.0,00,000469
123148,0,0,0,0,123148,0.0,00,000470
121787,0,0,0,0,121787,0.0,00,000471
120539,0,0,0,0,120539,0.0,00,000472
119397,0,0,0,0,119397,0.0,00,000473
119657,0,0,0,0,119657,0.0,00,000474
119211,0,0,0,0,119211,0.0,00,000475
119548,0,0,0,0,119548,0.0,00,000476
119607,0,0,0,0,119607,0.0,00,000477
119515,0,0,0,0,119515,0.0,00,000478
119072,0,0,0,0,119072,0.0,00,000479
118761,0,0,0,0,118761,0.0,00,000480
118679,0,0,0,0,118679,0.0,00,000481
118672,0,0,0,0,118672,0.0,00,000482
117697,0,0,0,0,117697,0.0,00,000483
116458,0,0,0,0,116458,0.0,00,000484
115402,0,0,0,0,115402,0.0,00,000485
114982,0,0,0,0,114982,0.0,00,000486
115643,0,0,0,0,115643,0.0,00,000487
116345,0,0,0,0,116345,0.0,00,000488
115936,0,0,0,0,115936,0.0,00,000489
115737,0,0,0,0,115737,0.0,00,000490
116756,0,0,0,0,116756,0.0,00,000491
118294,0,0,0,0,118294,0.0,00,000492
119310,0,0,0,0,119310,0.0,00,000493
120056,0,0,0,0,120056,0.0,00,000494
121115,0,0,0,0,121115,0.0,00,000495
121804,0,0,0,0,121804,0.0,00,000496
123028,0,0,0,0,123028,0.0,00,000497
123673,0,0,0,0,123673,0.0,00,000498
124175,0,0,0,0,124175,0.0,00,000499
124446,0,0,0,0,124446,0.0,00,000500
124587,0,0,0,0,124587,0.0,00,000501
123626,0,0,0,0,123626,0.0,00,000502
123350,0,0,0,0,123350,0.0,00,000503
123015,0,0,0,0,123015,0.0,00,000504
122945,0,0,0,0,122945,0.0,00,000505
122772,0,0,0,0,122772,0.0,00,000506
122670,0,0,0,0,122670,0.0,00,000507
122178,0,0,0,0,122178,0.0,00,000508
122704,0,0,0,0,122704,0.0,00,000509
123383,0,0,0,0,123383,0.0,00,000510
123996,0,0,0,0,123996,0.0,00,000511
124470,0,0,0,0,124470,0.0,00,000512
124651,0,0,0,0,124651,0.0,00,000513
124837,0,0,0,0,124837,0.0,00,000514
124832,0,0,0,0,124832,0.0,00,000515
124648,0,0,0,0,124648,0.0,00,000516
124237,0,0,0,0,124237,0.0,00,000517
123611,0,0,0,0,123611,0.0,00,000518
123045,0,0,0,0,123045,0.0,00,000519
122601,0,0,0,0,122601,0.0,00,000520
122479,0,0,0,0,122479,0.0,00,000521
122486,0,0,0,0,122486,0.0,00,000522
122236,0,0,0,0,122236,0.0,00,000523
121717,0,0,0,0,121717,0.0,00,000524
121045,0,0,0,0,121045,0.0,00,000525
120287,0,0,0,0,120287,0.0,00,000526
120125,0,0,0,0,120125,0.0,00,000527
119738,0,0,0,0,119738,0.0,00,000528
120071,0,0,0,0,120071,0.0,00,000529
120346,0,0,0,0,120346,0.0,00,000530
120645,0,0,0,0,120645,0.0,00,000531
120804,0,0,0,0,120804,0.0,00,000532
120749,0,0,0,0,120749,0.0,00,000533
120622,0,0,0,0,120622,0.0,00,000534
120616,0,0,0,0,120616,0.0,00,000535
120590,0,0,0,0,120590,0.0,00,000536
120616,0,0,0,0,120616,0.0,00,000537
120766,0,0,0,0,120766,0.0,00,000538
120804,0,0,0,0,120804,0.0,00,000539
120797,0,0,0,0,120797,0.0,00,000540
120843,0,0,0,0,120843,0.0,00,000541
120780,0,0,0,0,120780,0.0,00,000542
120767,0,0,0,0,120767,0.0,00,000543
120765,0,0,0,0,120765,0.0,00,000544
120785,0,0,0,0,120785,0.0,00,000545
120781,0,0,0,0,120781,0.0,00,000546
120915,0,0,0,0,120915,0.0,00,000547
120853,0,0,0,0,120853,0.0,00,000548
120912,0,0,0,0,120912,0.0,00,000549
120918,0,0,0,0,120918,0.0,00,000550
120955,0,0,0,0,120955,0.0,00,000551
120919,0,0,0,0,120919,0.0,00,000552
120578,0,0,0,0,120578,0.0,00,000553
120907,0,0,0,0,120907,0.0,00,000554
120973,0,0,0,0,120973,0.0,00,000555
120960,0,0,0,0,120960,0.0,00,000556
120988,0,0,0,0,120988,0.0,00,000557
120983,0,0,0,0,120983,0.0,00,000558
121080,0,0,0,0,121080,0.0,00,000559
120989,0,0,0,0,120989,0.0,00,000560
120987,0,0,0,0,120987,0.0,00,000561
121008,0,0,0,0,121008,0.0,00,000562
121130,0,0,0,0,121130,0.0,00,000563
121017,0,0,0,0,121017,0.0,00,000564
120979,0,0,0,0,120979,0.0,00,000565
120947,0,0,0,0,120947,0.0,00,000566
121047,0,0,0,0,121047,0.0,00,000567
121137,0,0,0,0,121137,0.0,00,000568
121226,0,0,0,0,121226,0.0,00,000569
121256,0,0,0,0,121256,0.0,00,000570
121204,0,0,0,0,121204,0.0,00,000571
121288,0,0,0,0,121288,0.0,00,000572
121452,0,0,0,0,121452,0.0,00,000573
121487,0,0,0,0,121487,0.0,00,000574
121495,0,0,0,0,121495,0.0,00,000575
121456,0,0,0,0,121456,0.0,00,000576
121409,0,0,0,0,121409,0.0,00,000577
121234,0,0,0,0,121234,0.0,00,000578
121112,0,0,0,0,121112,0.0,00,000579
120864,0,0,0,0,120864,0.0,00,000580
120632,0,0,0,0,120632,0.0,00,000581
120331,0,0,0,0,120331,0.0,00,000582
119829,0,0,0,0,119829,0.0,00,000583
119311,0,0,0,0,119311,0.0,00,000584
118718,0,0,0,0,118718,0.0,00,000585
118317,0,0,0,0,118317,0.0,00,000586
117585,0,0,0,0,117585,0.0,00,000587
116931,0,0,0,0,116931,0.0,00,000588
116311,0,0,0,0,116311,0.0,00,000589
115733,0,0,0,0,115733,0.0,00,000590
115494,0,0,0,0,115494,0.0,00,000591
115396,0,0,0,0,115396,0.0,00,000592
115352,0,0,0,0,115352,0.0,00,000593
115642,0,0,0,0,115642,0.0,00,000594
115614,0,0,0,0,115614,0.0,00,000595
115798,0,0,0,0,115798,0.0,00,000596
114950,0,0,0,0,114950,0.0,00,000597
114622,0,0,0,0,114622,0.0,00,000598
113773,0,0,0,0,113773,0.0,00,000599
113648,0,0,0,0,113648,0.0,00,000600
113588,0,0,0,0,113588,0.0,00,000601
113903,0,0,0,0,113903,0.0,00,000602
114559,0,0,0,0,114559,0.0,00,000603
